Block,Primary Type,Location Description,Arrest,Domestic,Latitude,Longitude,Location,,,,
043XX S PRINCETON AVE,ROBBERY,STREET,FALSE,FALSE,41.81522292,-87.63368517,"(41.815222915204316, -87.6336851730803)",,,,
032XX W NORTH AVE,BATTERY,APARTMENT,FALSE,TRUE,41.91019611,-87.70891375,"(41.91019610656566, -87.70891375017843)",,,,
006XX N AUSTIN BLVD,BATTERY,APARTMENT,TRUE,FALSE,41.89243499,-87.77490707,"(41.89243498916518, -87.77490706889056)",,,,
053XX S RIDGEWAY AVE,BATTERY,RESIDENCE,FALSE,TRUE,41.79648458,-87.71697934,"(41.796484578949304, -87.71697934130484)",,,,
057XX W WASHINGTON BLVD,ASSAULT,APARTMENT,FALSE,FALSE,41.88228434,-87.7693586,"(41.88228434438619, -87.76935859860188)",,,,
077XX S KEELER AVE,BURGLARY,RESIDENCE,FALSE,FALSE,41.75247016,-87.72651864,"(41.7524701577343, -87.72651864457585)",,,,
016XX E 86TH PL,ASSAULT,OTHER,FALSE,FALSE,41.73794467,-87.58464324,"(41.737944668411956, -87.5846432420342)",,,,
008XX W ADDISON ST,THEFT,OTHER,FALSE,FALSE,41.94719009,-87.65089208,"(41.947190087747174, -87.65089208339641)",,,,
049XX W GEORGE ST,BATTERY,RESIDENCE,FALSE,TRUE,41.93341252,-87.75072742,"(41.93341251978778, -87.75072741694737)",,,,
0000X N LOTUS AVE,BATTERY,STREET,TRUE,TRUE,41.8808991,-87.76171069,"(41.880899104612936, -87.76171068772634)",,,,
046XX W WEST END AVE,BATTERY,APARTMENT,FALSE,TRUE,41.88327934,-87.74185182,"(41.883279340744345, -87.74185182075786)",,,,
049XX N RAVENSWOOD AVE,THEFT,ALLEY,FALSE,FALSE,41.97229533,-87.67411527,"(41.97229532607384, -87.67411526679261)",,,,
051XX W BELMONT AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.93860642,-87.7554325,"(41.93860641527157, -87.75543250231927)",,,,
071XX S WHIPPLE ST,BATTERY,RESIDENCE,FALSE,TRUE,41.76319975,-87.69896356,"(41.763199749412976, -87.69896356007945)",,,,
051XX W LAKE ST,DECEPTIVE PRACTICE,CTA PLATFORM,TRUE,FALSE,41.88726938,-87.75476061,"(41.887269376143934, -87.75476060533902)",,,,
011XX N KEYSTONE AVE,BATTERY,APARTMENT,FALSE,TRUE,41.90215832,-87.72736988,"(41.90215832408941, -87.72736988095569)",,,,
053XX W MADISON ST,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,41.88020669,-87.75933734,"(41.88020669262634, -87.75933733555033)",,,,
003XX N MENARD AVE,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.88590349,-87.76981153,"(41.88590348830984, -87.7698115306501)",,,,
059XX S MOODY AVE,ASSAULT,SIDEWALK,FALSE,FALSE,41.78482846,-87.77528447,"(41.784828464720746, -87.77528446975076)",,,,
049XX W MELROSE ST,BATTERY,STREET,FALSE,TRUE,41.93980401,-87.7502245,"(41.93980400707694, -87.75022450275557)",,,,
002XX N OGDEN AVE,BATTERY,SIDEWALK,FALSE,FALSE,41.88549313,-87.66279396,"(41.88549313473746, -87.66279396300007)",,,,
026XX S SAWYER AVE,BATTERY,APARTMENT,FALSE,TRUE,41.8436656,-87.70608923,"(41.84366560197734, -87.70608922510839)",,,,
033XX N KEELER AVE,BATTERY,APARTMENT,FALSE,TRUE,41.94135902,-87.73194991,"(41.9413590193555, -87.73194990830851)",,,,
083XX S KINGSTON AVE,HOMICIDE,HOUSE,TRUE,TRUE,41.74317582,-87.56231105,"(41.74317581785222, -87.56231104785873)",,,,
020XX W CONCORD PL,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.91166867,-87.67818191,"(41.91166867290102, -87.67818190639635)",,,,
055XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.88213506,-87.76468518,"(41.88213506298094, -87.76468518209407)",,,,
032XX W CULLOM AVE,THEFT,STREET,FALSE,FALSE,41.9592394,-87.7101632,"(41.95923939660793, -87.71016320141398)",,,,
037XX W PALMER ST,THEFT,STREET,FALSE,FALSE,41.92078825,-87.72052089,"(41.920788254805174, -87.7205208894824)",,,,
001XX S RIVERSIDE PLZ,THEFT,OTHER,FALSE,FALSE,41.87992518,-87.63880373,"(41.87992518243264, -87.63880373090228)",,,,
034XX W FIFTH AVE,THEFT,STREET,FALSE,FALSE,41.87681123,-87.71122534,"(41.876811233513116, -87.71122534051852)",,,,
042XX W ALTGELD ST,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.92612768,-87.73282792,"(41.92612768490226, -87.73282792287957)",,,,
028XX S TRUMBULL AVE,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.84004172,-87.710866,"(41.84004171536591, -87.7108660013471)",,,,
032XX N WHIPPLE ST,THEFT,STREET,FALSE,FALSE,41.93997771,-87.70411709,"(41.939977707792416, -87.70411708557515)",,,,
007XX S INDEPENDENCE BLVD,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.87238508,-87.7204731,"(41.872385083371604, -87.72047309560017)",,,,
058XX S WABASH AVE,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,41.78817394,-87.62406791,"(41.78817394491017, -87.62406790610822)",,,,
037XX S WELLS ST,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.82669977,-87.63238614,"(41.82669976980463, -87.63238613532586)",,,,
013XX E HYDE PARK BLVD,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,41.80252727,-87.5920194,"(41.802527269542644, -87.59201939835974)",,,,
063XX N TROY ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.99709198,-87.70797303,"(41.99709197660162, -87.7079730285367)",,,,
062XX S CAMPBELL AVE,CRIMINAL DAMAGE,VACANT LOT/LAND,FALSE,FALSE,41.78036424,-87.68597669,"(41.780364242740404, -87.68597669396155)",,,,
013XX E 47TH ST,THEFT,ATHLETIC CLUB,FALSE,FALSE,41.80955422,-87.59482514,"(41.80955422144429, -87.59482514276246)",,,,
026XX W 51ST ST,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,41.80115399,-87.69068938,"(41.801153992217316, -87.6906893779177)",,,,
025XX S STEWART AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.84700183,-87.63644401,"(41.847001826345064, -87.63644400642137)",,,,
049XX W GEORGE ST,THEFT,RESIDENCE,FALSE,FALSE,41.93321076,-87.74936578,"(41.93321076261261, -87.74936577537736)",,,,
053XX W DIVISION ST,CRIMINAL DAMAGE,RESTAURANT,FALSE,FALSE,41.90230423,-87.76061249,"(41.902304234077846, -87.76061248667632)",,,,
042XX S ASHLAND AVE,THEFT,OTHER,FALSE,FALSE,41.81765067,-87.66533641,"(41.81765066769486, -87.66533640884832)",,,,
063XX W NEWPORT AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.94282707,-87.78395087,"(41.94282707277194, -87.78395086981008)",,,,
012XX S KILBOURN AVE,THEFT,OTHER,FALSE,FALSE,41.86457673,-87.73750131,"(41.86457672540205, -87.73750130530073)",,,,
013XX S SPRINGFIELD AVE,OTHER OFFENSE,STREET,FALSE,FALSE,41.86378606,-87.72280931,"(41.863786056787916, -87.72280931470765)",,,,
005XX N STATE ST,BATTERY,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,41.89159049,-87.62792357,"(41.89159049249473, -87.62792357355919)",,,,
007XX N SAWYER AVE,THEFT,APARTMENT,FALSE,FALSE,41.89495189,-87.70790896,"(41.894951889707905, -87.70790895651184)",,,,
023XX W VAN BUREN ST,THEFT,APARTMENT,FALSE,FALSE,41.87621187,-87.68521962,"(41.87621186901271, -87.68521962344408)",,,,
021XX S CHINA PL,THEFT,STREET,FALSE,FALSE,41.85359643,-87.63511342,"(41.85359642832955, -87.63511341787189)",,,,
033XX S ABERDEEN ST,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.83324618,-87.65361196,"(41.83324618191842, -87.65361196193716)",,,,
002XX S BELL AVE,THEFT,ALLEY,FALSE,FALSE,41.87809049,-87.68258252,"(41.87809048707336, -87.68258252220686)",,,,
063XX S KEDZIE AVE,THEFT,SMALL RETAIL STORE,TRUE,FALSE,41.77840057,-87.70297867,"(41.778400567536124, -87.70297867327601)",,,,
016XX S ST LOUIS AVE,THEFT,VACANT LOT/LAND,FALSE,FALSE,41.85796289,-87.7125974,"(41.85796288843514, -87.71259739972207)",,,,
030XX S KEDVALE AVE,BATTERY,STREET,FALSE,FALSE,41.83853713,-87.72819064,"(41.838537134620694, -87.72819063907636)",,,,
029XX N ALLEN AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.93429077,-87.71506261,"(41.93429077107481, -87.71506260684401)",,,,
025XX W ARMITAGE AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.91764388,-87.69197269,"(41.917643879887656, -87.69197269277325)",,,,
036XX W PALMER ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.92104214,-87.71770751,"(41.92104213983986, -87.71770751260728)",,,,
043XX S ARTESIAN AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.81534711,-87.68574926,"(41.815347110675376, -87.68574925569877)",,,,
089XX S BEVERLY AVE,THEFT,STREET,FALSE,FALSE,41.73153701,-87.66905035,"(41.7315370086349, -87.6690503460829)",,,,
012XX W HUBBARD ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.89009452,-87.65752332,"(41.89009451733998, -87.65752331631728)",,,,
005XX W MADISON ST,THEFT,OTHER COMMERCIAL TRANSPORTATION,FALSE,FALSE,41.88199234,-87.63983527,"(41.88199234294722, -87.63983526544463)",,,,
005XX W MADISON ST,DECEPTIVE PRACTICE,OTHER COMMERCIAL TRANSPORTATION,FALSE,FALSE,41.88199234,-87.63983527,"(41.88199234294722, -87.63983526544463)",,,,
002XX W NORTH AVE,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,41.91126706,-87.63517595,"(41.911267057816744, -87.63517595113146)",,,,
115XX S ELIZABETH ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.68339658,-87.65319257,"(41.683396577724956, -87.65319257009806)",,,,
048XX W MONROE ST,THEFT,STREET,FALSE,FALSE,41.87960169,-87.74606088,"(41.87960169432593, -87.74606087779691)",,,,
041XX N KEYSTONE AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.95639241,-87.72944462,"(41.95639240794892, -87.72944461948184)",,,,
025XX W ALTGELD ST,THEFT,RESIDENCE,FALSE,FALSE,41.92656382,-87.69218836,"(41.92656382180662, -87.69218836231366)",,,,
014XX S CANAL ST,THEFT,OTHER,FALSE,FALSE,41.86196935,-87.63922201,"(41.86196935335451, -87.6392220147547)",,,,
021XX N POINT ST,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.91897587,-87.69659635,"(41.918975865490914, -87.69659634815223)",,,,
030XX W 56TH ST,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.7918902,-87.69875409,"(41.79189020489931, -87.69875409271852)",,,,
011XX S STATE ST,ASSAULT,CTA PLATFORM,TRUE,FALSE,41.86807395,-87.62729369,"(41.86807394838843, -87.62729369032469)",,,,
0000X E LAKE ST,CRIMINAL TRESPASS,RESIDENCE,TRUE,FALSE,41.88564051,-87.62695341,"(41.885640507788814, -87.62695341261174)",,,,
032XX W 64TH PL,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.77633361,-87.70338753,"(41.77633361084648, -87.70338752757088)",,,,
043XX N KIMBALL AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.95971163,-87.713247,"(41.95971163279507, -87.71324699610203)",,,,
001XX N CLINTON ST,THEFT,DRUG STORE,TRUE,FALSE,41.88375083,-87.64110523,"(41.88375083167292, -87.64110522568956)",,,,
036XX W SHAKESPEARE AVE,THEFT,APARTMENT,FALSE,FALSE,41.92011658,-87.71859091,"(41.92011657910128, -87.71859091354429)",,,,
067XX N MAPLEWOOD AVE,THEFT,STREET,FALSE,FALSE,42.00356562,-87.69354978,"(42.003565621582425, -87.69354977930332)",,,,
013XX W SCHUBERT AVE,THEFT,STREET,FALSE,FALSE,41.93078578,-87.66263953,"(41.93078577802239, -87.66263953118005)",,,,
017XX W AUGUSTA BLVD,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.89954151,-87.67093743,"(41.89954150644146, -87.67093743309808)",,,,
007XX W ROOSEVELT RD,CRIMINAL DAMAGE,SIDEWALK,FALSE,FALSE,41.86705471,-87.64610951,"(41.86705470720816, -87.64610951498132)",,,,
070XX S DANTE AVE,THEFT,STREET,FALSE,FALSE,41.76629067,-87.58930996,"(41.766290674788245, -87.58930995956443)",,,,
016XX N TROY ST,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.91095865,-87.70582762,"(41.91095864537076, -87.70582762204386)",,,,
008XX W ALTGELD ST,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,41.92713156,-87.65071638,"(41.927131559038145, -87.65071638050087)",,,,
009XX W ARGYLE ST,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.97322848,-87.65297142,"(41.97322848324372, -87.65297142342774)",,,,
026XX S WENTWORTH AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.8450783,-87.63196903,"(41.845078303618614, -87.63196902813242)",,,,
024XX W BALMORAL AVE,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,41.97941283,-87.68941871,"(41.97941282557816, -87.68941871162829)",,,,
038XX N WILTON AVE,THEFT,STREET,FALSE,FALSE,41.95140182,-87.65309698,"(41.951401816381946, -87.65309698033434)",,,,
001XX N LA SALLE ST,THEFT,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,41.88390764,-87.63257277,"(41.88390764459375, -87.63257276618928)",,,,
028XX N CICERO AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.93279151,-87.74679334,"(41.93279150517442, -87.74679334217237)",,,,
040XX S RACINE AVE,THEFT,OTHER,FALSE,FALSE,41.82094099,-87.65595435,"(41.820940993338276, -87.65595434535584)",,,,
054XX W CONGRESS PKWY,THEFT,STREET,FALSE,FALSE,41.87376621,-87.76049281,"(41.873766213830166, -87.76049281310262)",,,,
052XX W QUINCY ST,THEFT,STREET,FALSE,FALSE,41.87765309,-87.75685591,"(41.87765308683195, -87.75685591228046)",,,,
0000X E JACKSON BLVD,THEFT,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,41.87811731,-87.62675353,"(41.87811731107295, -87.62675352815819)",,,,
043XX S DEARBORN ST,THEFT,APARTMENT,FALSE,FALSE,41.81628294,-87.62752533,"(41.81628294024317, -87.6275253317974)",,,,
019XX W MELROSE ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.94039676,-87.67653164,"(41.940396760476084, -87.6765316371916)",,,,
037XX W CHICAGO AVE,CRIMINAL DAMAGE,GAS STATION,FALSE,FALSE,41.89530272,-87.72106944,"(41.895302724220464, -87.72106944047421)",,,,
034XX W FRANKLIN BLVD,THEFT,OTHER,FALSE,FALSE,41.89010244,-87.7134065,"(41.890102436886465, -87.71340650115046)",,,,
047XX W GLADYS AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.87606404,-87.74278859,"(41.876064040245865, -87.7427885874032)",,,,
105XX S WABASH AVE,WEAPONS VIOLATION,STREET,TRUE,FALSE,41.70180812,-87.62232996,"(41.701808117806394, -87.62232996218977)",,,,
061XX N HERMITAGE AVE,BATTERY,APARTMENT,TRUE,TRUE,41.9933454,-87.67352287,"(41.99334540283057, -87.67352287399757)",,,,
015XX E 69TH ST,CRIMINAL DAMAGE,VACANT LOT/LAND,FALSE,FALSE,41.76957446,-87.58744279,"(41.76957446358072, -87.58744279465158)",,,,
022XX W 47TH ST,THEFT,APARTMENT,FALSE,FALSE,41.8083365,-87.68059665,"(41.80833650232756, -87.68059664820343)",,,,
002XX E GRAND AVE,THEFT,GROCERY FOOD STORE,TRUE,FALSE,41.89168728,-87.62048886,"(41.89168728196767, -87.62048886152012)",,,,
050XX W JACKSON BLVD,THEFT,APARTMENT,FALSE,FALSE,41.87683483,-87.74969937,"(41.8768348283373, -87.7496993692108)",,,,
017XX N MOZART ST,ASSAULT,STREET,TRUE,FALSE,41.91255083,-87.69793875,"(41.91255082594625, -87.69793874599918)",,,,
019XX N BISSELL ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.91633112,-87.65224237,"(41.916331120025234, -87.65224236844224)",,,,
063XX S RACINE AVE,PUBLIC PEACE VIOLATION,STREET,FALSE,FALSE,41.77942326,-87.65464628,"(41.77942325790512, -87.65464627683129)",,,,
072XX W HIGGINS AVE,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,41.9810447,-87.80716468,"(41.98104470291187, -87.8071646751377)",,,,
072XX S INDIANA AVE,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.76295542,-87.61988125,"(41.76295542299652, -87.61988125090711)",,,,
007XX S LAVERGNE AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.87100761,-87.74892995,"(41.87100761075377, -87.7489299475757)",,,,
0000X E 75TH ST,OTHER OFFENSE,STREET,TRUE,FALSE,41.75837907,-87.62272111,"(41.75837906677215, -87.6227211121887)",,,,
107XX S YATES AVE,BATTERY,CHA APARTMENT,TRUE,TRUE,41.70005569,-87.56413729,"(41.70005568990661, -87.564137290335)",,,,
064XX S GREENWOOD AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.77809004,-87.59938045,"(41.778090042179215, -87.59938044990714)",,,,
021XX W PETERSON AVE,THEFT,DEPARTMENT STORE,TRUE,FALSE,41.99072695,-87.68305502,"(41.990726951870826, -87.68305501531047)",,,,
027XX W CERMAK RD,BATTERY,APARTMENT,TRUE,TRUE,41.85180262,-87.69468632,"(41.85180261906692, -87.69468632146258)",,,,
079XX S ASHLAND AVE,OTHER OFFENSE,STREET,TRUE,FALSE,41.74966703,-87.66356805,"(41.74966703437704, -87.66356805103085)",,,,
006XX W 87TH ST,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,41.73626956,-87.63910429,"(41.73626955870982, -87.6391042891898)",,,,
043XX N PULASKI RD,THEFT,TAXICAB,TRUE,FALSE,41.96003983,-87.72795054,"(41.96003982961454, -87.72795053912446)",,,,
030XX S TRIPP AVE,BATTERY,SIDEWALK,TRUE,FALSE,41.83847153,-87.73032703,"(41.8384715309659, -87.73032703088852)",,,,
073XX S ABERDEEN ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.76102297,-87.65143881,"(41.76102296835561, -87.65143881323175)",,,,
064XX S MARSHFIELD AVE,THEFT,STREET,FALSE,FALSE,41.77620051,-87.66525345,"(41.776200511867486, -87.6652534504524)",,,,
062XX S PARKSIDE AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.77830859,-87.7631066,"(41.77830858822052, -87.76310660443295)",,,,
027XX S MICHIGAN AVE,CRIMINAL TRESPASS,RESIDENCE,FALSE,FALSE,41.84406394,-87.62320141,"(41.84406393835385, -87.62320140539653)",,,,
024XX W HARRISON ST,THEFT,OTHER,FALSE,FALSE,41.87398295,-87.68755167,"(41.873982954916684, -87.68755166793176)",,,,
054XX S UNIVERSITY AVE,BATTERY,ALLEY,FALSE,FALSE,41.79719143,-87.59827504,"(41.797191427290564, -87.59827504363572)",,,,
008XX W JACKSON BLVD,BATTERY,RESTAURANT,FALSE,FALSE,41.87782791,-87.64782641,"(41.877827907612335, -87.6478264105256)",,,,
048XX N RIDGEWAY AVE,OTHER OFFENSE,APARTMENT,TRUE,TRUE,41.96849221,-87.72177745,"(41.968492205895565, -87.72177745055102)",,,,
092XX S WALLACE ST,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,41.72581356,-87.63862341,"(41.725813560591085, -87.63862341107844)",,,,
048XX W VAN BUREN ST,OTHER OFFENSE,APARTMENT,TRUE,TRUE,41.87486181,-87.74541397,"(41.87486180682064, -87.74541397407258)",,,,
002XX E ERIE ST,CRIMINAL TRESPASS,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,41.89404324,-87.62248642,"(41.894043242522784, -87.62248642405038)",,,,
037XX W CHICAGO AVE,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.89530272,-87.72106944,"(41.895302724220464, -87.72106944047421)",,,,
041XX W MADISON ST,BATTERY,RESTAURANT,FALSE,FALSE,41.8808024,-87.72836855,"(41.8808023982774, -87.72836854783272)",,,,
084XX S MUSKEGON AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.74245703,-87.55501684,"(41.742457028778894, -87.55501684350867)",,,,
025XX N BERNARD ST,THEFT,STREET,FALSE,FALSE,41.9281176,-87.71327377,"(41.928117597938716, -87.71327377060362)",,,,
039XX W BELMONT AVE,BATTERY,STREET,FALSE,FALSE,41.93899552,-87.72607666,"(41.93899551880385, -87.72607665777315)",,,,
049XX W FLETCHER ST,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.93797536,-87.75056827,"(41.9379753562308, -87.7505682740139)",,,,
015XX N MILWAUKEE AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,41.90997477,-87.67661582,"(41.90997476878572, -87.67661581852413)",,,,
056XX W GRAND AVE,BATTERY,SIDEWALK,FALSE,FALSE,41.9188892,-87.76589853,"(41.91888919906877, -87.76589853440808)",,,,
012XX W DIVERSEY PKWY,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,41.93265242,-87.65945571,"(41.932652415576506, -87.65945571194014)",,,,
050XX S KEDZIE AVE,THEFT,DEPARTMENT STORE,TRUE,FALSE,41.80118611,-87.70392537,"(41.80118611158201, -87.70392536575525)",,,,
058XX W AUGUSTA BLVD,BATTERY,APARTMENT,TRUE,TRUE,41.89830537,-87.77106157,"(41.898305372453756, -87.77106157309822)",,,,
017XX N DAMEN AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,41.91299776,-87.67737474,"(41.9129977608146, -87.67737473556836)",,,,
005XX E 71ST ST,CRIMINAL TRESPASS,TAVERN/LIQUOR STORE,TRUE,FALSE,41.76589181,-87.61109535,"(41.76589181076289, -87.61109534903596)",,,,
064XX N FRANCISCO AVE,THEFT,STREET,FALSE,FALSE,41.99769727,-87.70224282,"(41.99769726922809, -87.70224281618196)",,,,
017XX W NORTH AVE,THEFT,GAS STATION,FALSE,FALSE,41.91069177,-87.6710132,"(41.910691765008316, -87.67101320469625)",,,,
022XX W 24TH ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.84832774,-87.68283654,"(41.84832774459665, -87.68283653590005)",,,,
070XX S THROOP ST,BATTERY,RESIDENCE,FALSE,TRUE,41.76620352,-87.65642781,"(41.76620352078654, -87.6564278053741)",,,,
078XX S EMERALD AVE,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,41.75158704,-87.64299615,"(41.75158703614318, -87.64299614778768)",,,,
076XX S CICERO AVE,THEFT,DEPARTMENT STORE,TRUE,FALSE,41.75464162,-87.74138516,"(41.754641620170695, -87.74138515773002)",,,,
063XX N SACRAMENTO AVE,MOTOR VEHICLE THEFT,ALLEY,FALSE,FALSE,41.99587816,-87.70429513,"(41.995878157688054, -87.7042951333891)",,,,
001XX S LA SALLE ST,THEFT,GROCERY FOOD STORE,FALSE,FALSE,41.88013639,-87.63246342,"(41.88013638849619, -87.63246341659703)",,,,
049XX W WASHINGTON BLVD,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,41.88187985,-87.74883456,"(41.8818798507969, -87.74883456053122)",,,,
084XX S ABERDEEN ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.74124988,-87.65091522,"(41.741249884628516, -87.65091521720787)",,,,
094XX S VERNON AVE,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,41.72280053,-87.61281259,"(41.72280052528343, -87.6128125853643)",,,,
049XX N ST LOUIS AVE,THEFT,RESIDENCE,FALSE,FALSE,41.97053324,-87.71601401,"(41.97053323501728, -87.7160140091925)",,,,
038XX N AVONDALE AVE,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.95015847,-87.7264964,"(41.95015847352124, -87.72649640218226)",,,,
057XX N KIMBALL AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.98525702,-87.71367962,"(41.9852570220049, -87.71367962315674)",,,,
034XX W DIVERSEY AVE,THEFT,CONVENIENCE STORE,FALSE,FALSE,41.93184752,-87.71336995,"(41.931847518250336, -87.71336994903119)",,,,
084XX S BURNHAM AVE,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.74123839,-87.55620775,"(41.74123838638101, -87.5562077544674)",,,,
084XX S BURNHAM AVE,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.7412878,-87.55621082,"(41.7412878045917, -87.55621082276268)",,,,
016XX W 59TH ST,CRIMINAL TRESPASS,SMALL RETAIL STORE,TRUE,FALSE,41.78662867,-87.66475652,"(41.78662867425621, -87.66475651980723)",,,,
010XX W 64TH ST,ASSAULT,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,41.77795589,-87.65061787,"(41.777955891305616, -87.65061786852786)",,,,
024XX N KEDZIE BLVD,BURGLARY,APARTMENT,FALSE,FALSE,41.92645301,-87.70741764,"(41.92645300995964, -87.70741763733072)",,,,
035XX S EMERALD AVE,BATTERY,RESIDENCE,TRUE,TRUE,41.82967408,-87.64501244,"(41.82967407511012, -87.6450124434498)",,,,
020XX W CHICAGO AVE,BATTERY,GROCERY FOOD STORE,TRUE,FALSE,41.89578383,-87.67796964,"(41.8957838307003, -87.67796963619952)",,,,
083XX S SAGINAW AVE,OTHER OFFENSE,STREET,TRUE,FALSE,41.74290696,-87.55987387,"(41.742906961499635, -87.55987387225133)",,,,
048XX W DRUMMOND PL,ASSAULT,RESIDENCE,FALSE,FALSE,41.92890376,-87.74803065,"(41.92890376259225, -87.74803064834389)",,,,
016XX N LOREL AVE,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.91065352,-87.75922629,"(41.9106535170213, -87.75922629410844)",,,,
007XX W MONROE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.88062674,-87.64502405,"(41.88062674025661, -87.64502404684261)",,,,
011XX W WILSON AVE,BATTERY,SMALL RETAIL STORE,TRUE,FALSE,41.96548983,-87.65901784,"(41.965489831912464, -87.65901784459527)",,,,
035XX N CLARK ST,CRIMINAL TRESPASS,TAVERN/LIQUOR STORE,TRUE,FALSE,41.94661864,-87.65587903,"(41.9466186391949, -87.6558790288468)",,,,
008XX N MICHIGAN AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,41.8989317,-87.62397494,"(41.898931696631614, -87.62397494045408)",,,,
040XX W PALMER ST,THEFT,STREET,FALSE,FALSE,41.92069296,-87.72842548,"(41.92069295787488, -87.72842548237108)",,,,
033XX W LE MOYNE ST,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,41.9083498,-87.71053348,"(41.90834980079817, -87.71053348191936)",,,,
058XX S CALUMET AVE,BATTERY,APARTMENT,FALSE,TRUE,41.78823621,-87.61729457,"(41.78823620939654, -87.61729456884555)",,,,
057XX N CHRISTIANA AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.98501871,-87.71274401,"(41.985018711093005, -87.71274401406082)",,,,
