Block,Primary Type,Location Description,Arrest,Domestic,Latitude,Longitude,Location,,,,
0000X N WALLER AVE,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.88167827,-87.7683247,"(41.881678271536984, -87.76832469879746)",,,,
001XX N PARKSIDE AVE,THEFT,STREET,FALSE,FALSE,41.8834639,-87.76647649,"(41.88346390300781, -87.76647649412958)",,,,
010XX N MONTICELLO AVE,THEFT,STREET,FALSE,FALSE,41.89967891,-87.71782459,"(41.89967890615268, -87.71782459373719)",,,,
044XX N FRANCISCO AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.96146848,-87.70077309,"(41.961468481478235, -87.70077309155333)",,,,
016XX N ALBANY AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.91123076,-87.70440317,"(41.91123076398086, -87.70440316623397)",,,,
079XX S DAMEN AVE,BATTERY,RESIDENCE,TRUE,TRUE,41.74967481,-87.67297145,"(41.7496748113749, -87.67297145496572)",,,,
024XX N LOCKWOOD AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.92449313,-87.75876785,"(41.92449313408086, -87.75876784529908)",,,,
017XX N LOCKWOOD AVE,BATTERY,APARTMENT,TRUE,TRUE,41.91279653,-87.75808285,"(41.91279653089467, -87.75808285496045)",,,,
003XX E 81ST ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.74752236,-87.61781679,"(41.74752235670999, -87.61781679418007)",,,,
048XX W IOWA ST,CRIMINAL TRESPASS,APARTMENT,TRUE,FALSE,41.89692226,-87.74799219,"(41.89692225876736, -87.74799218899534)",,,,
033XX N NOTTINGHAM AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.9414858,-87.80454586,"(41.941485797798656, -87.80454585674934)",,,,
030XX N CLYBOURN AVE,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.93722138,-87.68516826,"(41.93722138474864, -87.68516825544228)",,,,
082XX S HALSTED ST,OTHER OFFENSE,STREET,TRUE,FALSE,41.7450014,-87.64402677,"(41.745001400570025, -87.64402676692647)",,,,
008XX W 59TH ST,BATTERY,GAS STATION,FALSE,FALSE,41.78712697,-87.64550076,"(41.7871269726842, -87.64550075565059)",,,,
061XX N BROADWAY,THEFT,DRUG STORE,TRUE,FALSE,41.99377219,-87.66053294,"(41.99377219098278, -87.66053294388703)",,,,
059XX S ADA ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.78574382,-87.65845166,"(41.78574382309119, -87.65845165532328)",,,,
023XX N ELSTON AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.92410612,-87.67588666,"(41.92410611651511, -87.67588665717966)",,,,
100XX S LOWE AVE,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,41.71210084,-87.63918495,"(41.712100844547365, -87.63918494832605)",,,,
087XX S STATE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.73611883,-87.62430753,"(41.736118830449385, -87.62430752865566)",,,,
087XX S SAGINAW AVE,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,41.73573314,-87.55984271,"(41.73573313997744, -87.55984270940053)",,,,
009XX N KARLOV AVE,THEFT,STREET,FALSE,FALSE,41.89804782,-87.72848129,"(41.89804782447681, -87.72848129423402)",,,,
017XX W 107TH ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.69944918,-87.6650561,"(41.69944917778779, -87.66505610123735)",,,,
044XX N MARINE DR,THEFT,CTA BUS,FALSE,FALSE,41.96195549,-87.64700996,"(41.96195548818223, -87.64700996050459)",,,,
071XX S MARSHFIELD AVE,CRIMINAL TRESPASS,RESIDENCE,FALSE,TRUE,41.76325878,-87.66484524,"(41.76325877528317, -87.66484523714958)",,,,
056XX S KILDARE AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,41.78988651,-87.73027287,"(41.789886508868015, -87.73027287465082)",,,,
090XX S LAFLIN ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.72908201,-87.66029062,"(41.72908201286032, -87.6602906225877)",,,,
076XX S DAMEN AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.75445893,-87.67310933,"(41.754458929471824, -87.67310932851079)",,,,
079XX S DREXEL AVE,ASSAULT,SIDEWALK,FALSE,FALSE,41.75112783,-87.60290164,"(41.75112782522231, -87.60290163771194)",,,,
052XX W VAN BUREN ST,THEFT,STREET,FALSE,FALSE,41.87493163,-87.75702357,"(41.87493163004742, -87.75702356926175)",,,,
080XX S MAY ST,ASSAULT,APARTMENT,TRUE,TRUE,41.74815914,-87.65261203,"(41.74815914112923, -87.65261203153962)",,,,
0000X E GARFIELD BLVD,THEFT,STREET,FALSE,FALSE,41.79419976,-87.62529966,"(41.79419975930546, -87.62529965598874)",,,,
013XX E HYDE PARK BLVD,THEFT,STREET,FALSE,FALSE,41.80252727,-87.5920194,"(41.802527269542644, -87.59201939835974)",,,,
098XX S DREXEL AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.71498752,-87.60196312,"(41.714987519446716, -87.60196312078725)",,,,
088XX S BURLEY AVE,CRIMINAL TRESPASS,SIDEWALK,TRUE,FALSE,41.73453333,-87.54562334,"(41.73453332751434, -87.54562333750766)",,,,
009XX N PULASKI RD,CRIMINAL DAMAGE,GAS STATION,FALSE,FALSE,41.89738435,-87.72600088,"(41.89738434783035, -87.72600087620155)",,,,
013XX S SPRINGFIELD AVE,THEFT,STREET,FALSE,FALSE,41.86328106,-87.72279943,"(41.86328106107953, -87.72279943435565)",,,,
0000X W 111TH ST,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,41.69245171,-87.62483488,"(41.692451705193506, -87.6248348837911)",,,,
032XX N PULASKI RD,BATTERY,STREET,FALSE,FALSE,41.93918329,-87.72733557,"(41.93918328877527, -87.7273355670352)",,,,
009XX N LAWLER AVE,BATTERY,RESIDENCE,TRUE,TRUE,41.89818507,-87.75186316,"(41.89818506647306, -87.75186315857495)",,,,
087XX S SAGINAW AVE,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.73699379,-87.55958576,"(41.73699379065102, -87.55958576410907)",,,,
041XX W ADAMS ST,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,41.87804644,-87.72875072,"(41.878046440401036, -87.72875072327747)",,,,
046XX N MALDEN ST,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.9656711,-87.66232156,"(41.96567109714849, -87.6623215564499)",,,,
009XX W ADDISON ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.94717024,-87.65217152,"(41.94717024346868, -87.65217152083244)",,,,
100XX S VERNON AVE,CRIMINAL TRESPASS,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.71115995,-87.61250676,"(41.711159951405754, -87.61250676296173)",,,,
024XX W 51ST ST,THEFT,SMALL RETAIL STORE,TRUE,FALSE,41.80103152,-87.68500953,"(41.80103151559167, -87.68500952972589)",,,,
061XX W ADDISON ST,THEFT,GROCERY FOOD STORE,FALSE,FALSE,41.94584559,-87.77992561,"(41.945845594483345, -87.77992560894644)",,,,
031XX N OLCOTT AVE,THEFT,STREET,FALSE,FALSE,41.9370979,-87.8141932,"(41.937097899685874, -87.81419319719366)",,,,
010XX W RANDOLPH ST,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,41.88441744,-87.65300374,"(41.88441743836209, -87.65300374353066)",,,,
029XX N SPRINGFIELD AVE,BATTERY,STREET,FALSE,FALSE,41.9340775,-87.7244511,"(41.93407749680948, -87.7244511007893)",,,,
036XX W 54TH ST,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,41.79507704,-87.71397102,"(41.79507704487829, -87.7139710242044)",,,,
003XX S GREEN ST,OTHER OFFENSE,OTHER,FALSE,FALSE,41.87720647,-87.64853806,"(41.87720646544429, -87.64853806117853)",,,,
045XX N SHERIDAN RD,CRIMINAL DAMAGE,SMALL RETAIL STORE,FALSE,FALSE,41.96369119,-87.65462455,"(41.96369118719169, -87.65462454742061)",,,,
051XX N EAST RIVER RD,BATTERY,RESIDENCE,TRUE,TRUE,41.97286159,-87.84637087,"(41.97286158807357, -87.84637087371517)",,,,
058XX N KENMORE AVE,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,41.98826352,-87.65661471,"(41.988263519151936, -87.65661471074326)",,,,
038XX W MONROE ST,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,41.87970176,-87.72159661,"(41.879701756625295, -87.72159661181969)",,,,
028XX N HARLEM AVE,DECEPTIVE PRACTICE,SIDEWALK,FALSE,FALSE,41.93099197,-87.80635612,"(41.93099196671938, -87.80635612021888)",,,,
009XX N OAKLEY BLVD,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,41.89835998,-87.68461371,"(41.89835997711688, -87.6846137147298)",,,,
027XX N MILWAUKEE AVE,DECEPTIVE PRACTICE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,41.93048714,-87.70996171,"(41.930487139597076, -87.70996171308404)",,,,
043XX N BROADWAY,THEFT,STREET,FALSE,FALSE,41.96079645,-87.65469204,"(41.960796449159915, -87.65469203504301)",,,,
057XX N BERNARD ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.98644655,-87.71493707,"(41.986446551912174, -87.714937066798)",,,,
035XX W POLK ST,THEFT,STREET,FALSE,FALSE,41.87073285,-87.71531565,"(41.870732847837516, -87.71531565263362)",,,,
0000X E WACKER DR,DECEPTIVE PRACTICE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.88812739,-87.62571408,"(41.88812739143407, -87.62571407565655)",,,,
013XX N MILWAUKEE AVE,BATTERY,BAR OR TAVERN,TRUE,FALSE,41.90656584,-87.6717318,"(41.906565838294675, -87.67173179643501)",,,,
052XX W QUINCY ST,BATTERY,APARTMENT,TRUE,TRUE,41.8776679,-87.75543473,"(41.877667898120706, -87.75543473138163)",,,,
007XX N MAYFIELD AVE,THEFT,STREET,FALSE,FALSE,41.89324324,-87.7723878,"(41.89324324016042, -87.7723877982561)",,,,
065XX S RICHMOND ST,BURGLARY,RESIDENCE,FALSE,FALSE,41.77493063,-87.69679863,"(41.77493063369279, -87.69679863310606)",,,,
039XX N RICHMOND ST,THEFT,STREET,FALSE,FALSE,41.95372421,-87.70175037,"(41.953724211030305, -87.70175037115179)",,,,
062XX N MC CORMICK RD,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.99524569,-87.71313394,"(41.99524569216093, -87.71313393518875)",,,,
085XX W HIGGINS RD,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.9867129,-87.83960774,"(41.98671290126597, -87.83960774390906)",,,,
050XX W MADISON ST,BATTERY,OTHER,FALSE,FALSE,41.88053054,-87.75116397,"(41.88053053521786, -87.75116396602921)",,,,
052XX W FLETCHER ST,DECEPTIVE PRACTICE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,41.93764904,-87.75878576,"(41.937649044872224, -87.75878575760572)",,,,
053XX W MADISON ST,BATTERY,APARTMENT,TRUE,TRUE,41.88043214,-87.75887263,"(41.880432141808456, -87.7588726312222)",,,,
017XX N SPAULDING AVE,BATTERY,APARTMENT,TRUE,TRUE,41.9132608,-87.71031674,"(41.913260802676106, -87.71031673740652)",,,,
028XX W 38TH PL,BATTERY,SIDEWALK,FALSE,FALSE,41.82376469,-87.69670774,"(41.823764687344536, -87.6967077438346)",,,,
036XX N LAKE SHORE DR,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.94877173,-87.64370696,"(41.94877172787321, -87.64370695951706)",,,,
017XX N CENTRAL AVE,BATTERY,APARTMENT,FALSE,FALSE,41.91237776,-87.76547125,"(41.91237776361089, -87.76547124940339)",,,,
050XX W GRAND AVE,CRIMINAL TRESPASS,OTHER RAILROAD PROP / TRAIN DEPOT,TRUE,FALSE,41.91648291,-87.75280302,"(41.91648290759403, -87.75280301854507)",,,,
005XX N LAVERGNE AVE,BATTERY,APARTMENT,TRUE,FALSE,41.89101676,-87.7507125,"(41.891016759406746, -87.75071250405392)",,,,
089XX S ESCANABA AVE,PUBLIC PEACE VIOLATION,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,41.73291056,-87.55394507,"(41.73291056033709, -87.55394507077446)",,,,
021XX W NORTH AVE,THEFT,OTHER,FALSE,FALSE,41.91029473,-87.68171915,"(41.91029473070866, -87.68171915110518)",,,,
100XX S MICHIGAN AVE,ASSAULT,GAS STATION,FALSE,FALSE,41.7124469,-87.61996028,"(41.712446897431796, -87.61996027709256)",,,,
029XX N CLARK ST,CRIMINAL DAMAGE,RESTAURANT,FALSE,FALSE,41.93591911,-87.64758689,"(41.93591911248427, -87.64758688904904)",,,,
023XX S TROY ST,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,41.84842963,-87.70407909,"(41.84842962553642, -87.70407908832556)",,,,
031XX W BELMONT AVE,THEFT,BAR OR TAVERN,FALSE,FALSE,41.93922036,-87.70764197,"(41.939220356743355, -87.70764196902739)",,,,
023XX S RIDGEWAY AVE,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,41.849059,-87.71843855,"(41.849058996149715, -87.71843854528899)",,,,
013XX W BELMONT AVE,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,41.93988934,-87.66280878,"(41.93988934061898, -87.66280877941796)",,,,
0000X E 95TH ST,BATTERY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,41.72184338,-87.62305054,"(41.72184337952676, -87.62305054391008)",,,,
055XX W NORTH AVE,INTERFERENCE WITH PUBLIC OFFICER,STREET,TRUE,FALSE,41.90928389,-87.7641357,"(41.90928388534174, -87.76413570191758)",,,,
103XX S KEDZIE AVE,ASSAULT,OTHER,TRUE,FALSE,41.70548956,-87.70146112,"(41.705489561715794, -87.7014611239974)",,,,
024XX W BELDEN AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.92317699,-87.6881876,"(41.92317699208238, -87.68818760216874)",,,,
030XX W FULLERTON AVE,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.9248643,-87.70293906,"(41.92486430015664, -87.7029390573987)",,,,
077XX S KINGSTON AVE,BATTERY,APARTMENT,FALSE,TRUE,41.75502354,-87.56280696,"(41.75502354355317, -87.56280696263164)",,,,
052XX W VAN BUREN ST,THEFT,STREET,FALSE,FALSE,41.8749313,-87.75695748,"(41.87493129837775, -87.75695747981433)",,,,
015XX N CALIFORNIA AVE,THEFT,STREET,FALSE,FALSE,41.90898022,-87.69688305,"(41.90898022131754, -87.69688305303171)",,,,
127XX S MUSKEGON AVE,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,41.66367348,-87.55426825,"(41.66367347531034, -87.5542682527085)",,,,
071XX S SOUTH CHICAGO AVE,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,41.7644904,-87.60385707,"(41.76449039800119, -87.60385707164771)",,,,
042XX W HADDON AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.90156503,-87.73144186,"(41.90156503011586, -87.7314418614356)",,,,
014XX W ELMDALE AVE,BATTERY,APARTMENT,FALSE,TRUE,41.99095921,-87.66567194,"(41.99095921263255, -87.66567194329689)",,,,
016XX W 95TH ST,DECEPTIVE PRACTICE,DRUG STORE,FALSE,FALSE,41.72108285,-87.66413969,"(41.721082850949905, -87.66413968728277)",,,,
048XX W DIVERSEY AVE,BATTERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.93163543,-87.74718246,"(41.93163542926174, -87.74718246401909)",,,,
048XX W CORNELIA AVE,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.94416215,-87.74920704,"(41.944162146121286, -87.74920703818495)",,,,
032XX W ADAMS ST,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.87847282,-87.70793013,"(41.87847281618743, -87.7079301285094)",,,,
047XX N BROADWAY,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,41.96722017,-87.65880471,"(41.96722017256541, -87.65880471118389)",,,,
073XX N RIDGE BLVD,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,42.01417356,-87.6835853,"(42.0141735557749, -87.68358530221316)",,,,
031XX N HAUSSEN CT,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.93727983,-87.7223514,"(41.937279827115795, -87.72235140438436)",,,,
017XX N MILWAUKEE AVE,CRIMINAL TRESPASS,LIBRARY,TRUE,FALSE,41.91237799,-87.6803386,"(41.912377992463604, -87.68033860405104)",,,,
013XX W NORTH AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.91084736,-87.66048601,"(41.91084735611271, -87.66048600930678)",,,,
038XX W DIVISION ST,THEFT,APARTMENT,FALSE,FALSE,41.90280239,-87.72358387,"(41.902802388603206, -87.72358386692461)",,,,
013XX N MONTICELLO AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,41.90524364,-87.71771604,"(41.90524363831554, -87.71771604368811)",,,,
012XX W LUNT AVE,THEFT,STREET,FALSE,FALSE,42.00928121,-87.66268395,"(42.009281205099064, -87.6626839504549)",,,,
023XX W MELROSE ST,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,41.94049757,-87.68606867,"(41.9404975728549, -87.68606866855193)",,,,
020XX W SUMMERDALE AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.97886416,-87.67973702,"(41.978864156239226, -87.6797370160752)",,,,
032XX N CLARK ST,THEFT,SMALL RETAIL STORE,TRUE,FALSE,41.94066202,-87.65142482,"(41.94066202343674, -87.65142481749145)",,,,
049XX N WESTERN AVE,CRIMINAL DAMAGE,SMALL RETAIL STORE,FALSE,FALSE,41.9708685,-87.68912969,"(41.97086850442797, -87.68912968984498)",,,,
003XX N WALLER AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.88676159,-87.76852229,"(41.88676159288072, -87.76852229418712)",,,,
044XX N BROADWAY,THEFT,DEPARTMENT STORE,TRUE,FALSE,41.96326459,-87.65627263,"(41.963264589950086, -87.65627263209568)",,,,
038XX W GRAND AVE,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,41.90426461,-87.72194995,"(41.90426461221795, -87.72194994979321)",,,,
056XX N AUSTIN AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.98333538,-87.77788344,"(41.98333538199559, -87.77788343804637)",,,,
050XX W ROOSEVELT RD,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.86593224,-87.7497655,"(41.865932242406544, -87.74976549805633)",,,,
003XX N DEARBORN ST,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,41.88845199,-87.62941244,"(41.888451987453465, -87.62941243938266)",,,,
035XX N BROADWAY,THEFT,GROCERY FOOD STORE,TRUE,FALSE,41.94635166,-87.64650834,"(41.94635166016607, -87.64650833817784)",,,,
035XX S EMERALD AVE,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,41.82967408,-87.64501244,"(41.82967407511012, -87.6450124434498)",,,,
074XX S SOUTH SHORE DR,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,41.76098062,-87.55738806,"(41.76098061518288, -87.55738805514679)",,,,
041XX W NORTH AVE,CRIMINAL DAMAGE,DEPARTMENT STORE,FALSE,FALSE,41.90971632,-87.73056808,"(41.90971631896813, -87.73056808065046)",,,,
039XX W GRAND AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.90606092,-87.72586722,"(41.906060923013925, -87.72586721824909)",,,,
026XX W EVERGREEN AVE,THEFT,RESIDENCE,FALSE,FALSE,41.90559118,-87.69294928,"(41.90559117540925, -87.6929492768449)",,,,
039XX N MILWAUKEE AVE,THEFT,OTHER,FALSE,FALSE,41.952851,-87.74664623,"(41.952851002783504, -87.74664622769878)",,,,
095XX S PERRY AVE,THEFT,RESIDENCE,FALSE,FALSE,41.72040106,-87.62635945,"(41.720401063793624, -87.62635944582748)",,,,
062XX N CALIFORNIA AVE,BATTERY,APARTMENT,TRUE,TRUE,41.99518172,-87.699413,"(41.99518171782778, -87.69941299660398)",,,,
095XX S LA SALLE ST,THEFT,RESIDENCE,FALSE,FALSE,41.7208431,-87.627285,"(41.720843101090885, -87.62728500382806)",,,,
006XX S SPAULDING AVE,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.87302685,-87.70818149,"(41.87302684891614, -87.70818149239567)",,,,
013XX W MORSE AVE,DECEPTIVE PRACTICE,CTA PLATFORM,TRUE,FALSE,42.00802883,-87.66533158,"(42.00802883040787, -87.66533158359826)",,,,
005XX E 71ST ST,CRIMINAL DAMAGE,RESTAURANT,FALSE,FALSE,41.76586908,-87.61228325,"(41.7658690849812, -87.61228324656764)",,,,
026XX W WINONA ST,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.974908,-87.69552467,"(41.97490800335568, -87.69552466769257)",,,,
036XX N BROADWAY,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,41.94749191,-87.64720188,"(41.94749191092493, -87.64720188197822)",,,,
061XX N DAMEN AVE,BATTERY,APARTMENT,FALSE,TRUE,41.99367093,-87.68006009,"(41.9936709316141, -87.68006008576694)",,,,
036XX W LAKE ST,DECEPTIVE PRACTICE,CTA TRAIN,TRUE,FALSE,41.88488191,-87.71730561,"(41.884881911903534, -87.71730561311092)",,,,
026XX N ELSTON AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,41.92998332,-87.68440732,"(41.929983319980934, -87.68440732179825)",,,,
098XX S PROSPECT AVE,BURGLARY,RESIDENCE,FALSE,FALSE,41.71454858,-87.66366174,"(41.71454858060654, -87.66366173680801)",,,,
030XX W FULLERTON AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,41.92485923,-87.70351603,"(41.92485923371237, -87.70351602876151)",,,,
003XX N CENTRAL AVE,CRIMINAL TRESPASS,TAVERN/LIQUOR STORE,TRUE,FALSE,41.88701843,-87.76495771,"(41.88701843066607, -87.76495771242715)",,,,
0000X E 59TH ST,BATTERY,SIDEWALK,FALSE,FALSE,41.78727465,-87.62420249,"(41.78727464988332, -87.6242024892833)",,,,
005XX S HOMAN AVE,DECEPTIVE PRACTICE,CTA PLATFORM,TRUE,FALSE,41.87422855,-87.71065556,"(41.87422855051362, -87.71065556198187)",,,,
101XX S PAXTON AVE,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.71134975,-87.56925096,"(41.71134975313488, -87.56925096301717)",,,,
084XX W CATHERINE AVE,BATTERY,APARTMENT,FALSE,TRUE,41.97735373,-87.83736678,"(41.97735373180951, -87.8373667784643)",,,,
012XX E 69TH ST,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,41.7699937,-87.59456425,"(41.76999370194479, -87.59456424660027)",,,,
0000X S PARKSIDE AVE,BATTERY,APARTMENT,FALSE,FALSE,41.87977361,-87.76662294,"(41.87977360921257, -87.76662294428051)",,,,
018XX N TRIPP AVE,BATTERY,APARTMENT,FALSE,TRUE,41.91499117,-87.73274495,"(41.91499116579793, -87.73274495132564)",,,,
009XX N ST LOUIS AVE,BATTERY,APARTMENT,FALSE,FALSE,41.89778731,-87.71409986,"(41.89778730981877, -87.71409986169829)",,,,
051XX W MELROSE ST,BATTERY,RESIDENCE,FALSE,TRUE,41.93952211,-87.75525884,"(41.93952211131433, -87.75525883676697)",,,,
115XX S PARNELL AVE,BATTERY,RESIDENCE,FALSE,TRUE,41.68406607,-87.63622448,"(41.68406606531919, -87.63622447977274)",,,,
068XX S CHAMPLAIN AVE,BATTERY,ANIMAL HOSPITAL,FALSE,TRUE,41.77067973,-87.60921239,"(41.77067972905507, -87.6092123901832)",,,,
038XX W 55TH ST,BURGLARY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,41.79338285,-87.7183879,"(41.79338284863016, -87.71838790298118)",,,,
046XX N CLIFTON AVE,BATTERY,OTHER,FALSE,TRUE,41.96592989,-87.65871904,"(41.96592989336847, -87.65871904277542)",,,,
090XX S NORMAL AVE,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,41.73029297,-87.636018,"(41.73029296734005, -87.63601799688038)",,,,
008XX W 69TH ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.76893761,-87.6450096,"(41.768937606885935, -87.64500960331789)",,,,
057XX W ROOSEVELT RD,ASSAULT,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,41.86565353,-87.76811337,"(41.86565353191064, -87.76811337226619)",,,,
124XX S WALLACE ST,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,41.66753848,-87.63693716,"(41.667538482631166, -87.63693716372566)",,,,
041XX N BERNARD ST,BATTERY,APARTMENT,FALSE,TRUE,41.95599212,-87.71405878,"(41.95599211983137, -87.71405878445208)",,,,
065XX S LOWE AVE,THEFT,APARTMENT,FALSE,FALSE,41.77523125,-87.64060532,"(41.77523124585333, -87.64060531736911)",,,,
018XX W DEVON AVE,BATTERY,GAS STATION,FALSE,FALSE,41.99786313,-87.67605141,"(41.997863126233234, -87.67605140529092)",,,,
036XX N KIMBALL AVE,BATTERY,APARTMENT,FALSE,TRUE,41.94737561,-87.71259461,"(41.947375613245086, -87.71259460801959)",,,,
014XX W 63RD ST,CRIMINAL TRESPASS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,41.7796303,-87.66092089,"(41.779630300628774, -87.66092088752164)",,,,
064XX S LA CROSSE AVE,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,41.77532837,-87.74355595,"(41.77532837261191, -87.7435559538426)",,,,
075XX S JEFFERY BLVD,THEFT,CTA BUS STOP,FALSE,FALSE,41.75869172,-87.57628749,"(41.758691723347425, -87.57628749137122)",,,,
048XX S SEELEY AVE,BURGLARY,APARTMENT,FALSE,FALSE,41.80528973,-87.67567602,"(41.8052897277547, -87.67567602328822)",,,,
074XX S STATE ST,BATTERY,GAS STATION,TRUE,FALSE,41.75842372,-87.62461916,"(41.758423722192965, -87.62461916260713)",,,,
032XX N KENNETH AVE,BATTERY,RESIDENCE,FALSE,TRUE,41.93998354,-87.73814875,"(41.93998353525807, -87.73814874947634)",,,,
007XX N TRUMBULL AVE,BATTERY,APARTMENT,TRUE,FALSE,41.89395027,-87.71246576,"(41.8939502708636, -87.71246576281442)",,,,
038XX W 69TH ST,BURGLARY,RESIDENCE,FALSE,FALSE,41.76768517,-87.71836945,"(41.76768516657407, -87.71836944751884)",,,,
039XX W DIVERSEY AVE,BATTERY,APARTMENT,TRUE,TRUE,41.93168884,-87.72630032,"(41.93168883678009, -87.72630032008554)",,,,
076XX S MAY ST,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,41.75543819,-87.65280633,"(41.75543818908111, -87.65280632785145)",,,,
018XX W GARFIELD BLVD,ROBBERY,SIDEWALK,FALSE,FALSE,41.79405322,-87.67160666,"(41.79405321523084, -87.67160665799132)",,,,
003XX N ST LOUIS AVE,CRIMINAL DAMAGE,STREET,FALSE,FALSE,41.88649132,-87.71346345,"(41.88649131896715, -87.71346344830103)",,,,
004XX E 133RD ST,ASSAULT,SIDEWALK,TRUE,FALSE,41.65246773,-87.61046107,"(41.65246772578833, -87.610461068329)",,,,
